Record_type,LIN,SUBLIN,NSN,PBIC,TAC,ERC,ECS,UIC,NSN Nomenclature,REQ,AUTH,OH,DI,DOCUMENT NO,SC,ESD,UI,UP,RICC,ECC,LCC,CIIC,AAC,ABA,SER|DETECT SN|REG|LOT|SYS NO
S,70210N,,702101C173477,9,3,,,WY0CAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96HJBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,WY0CAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,97NKBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,WY0CAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,97XGBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,WY0CAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,984KBY1|~|~|~|~
S,70210N,,702101C915801,9,3,,,WY0CAA,DELL M6700 LAPTOP,0,0,1,0,,,,EA,3552,0,JX,R,U,,2,FHDCDZ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,12,11,0,,,,EA,1827.15,0,JY,R,U,,2,4Y1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5W8B1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8P1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,83QJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9XCBRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,B2QJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D588RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GW8PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWFNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWGMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY13AA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX8QKN1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY13AA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,1,0,,,,EA,2000,0,JY,R,U,,2,67H93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,10,10,0,,,,EA,1827.15,0,JY,R,U,,2,4MYK1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,4N0T1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,4NRY1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T2KDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TBKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WFLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8Q1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VNQ1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWTMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX1PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1MHD,"COMPUTER SYSTEM,DIGITAL",0,4,4,0,,,,EA,1827.15,0,JY,R,U,,2,6Q37TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1MHD,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9VXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1MHD,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WZ7RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1MHD,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXYMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1SAA,"COMPUTER SYSTEM,DIGITAL",0,8,3,0,,,,EA,1827.15,0,JY,R,U,,2,6NF6TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1SAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX0NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1SAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY3PKN1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY1SAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,5,0,,,,EA,2000,0,JY,R,U,,2,5NSJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY1SAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,81QJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY1SAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,C3QR2L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY1SAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,D12J1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY1SAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,FPDJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,8,7,0,,,,EA,1827.15,0,JY,R,U,,2,1K93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7HBJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PPPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,8J93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9X79RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D569RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY1XAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,JW1J1L1|~|~|~|~
S,70210N,,702101C173477,9,3,,,WY1XAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,1,0,,,,EA,2481.66,0,JY,R,U,,2,70XJWV1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY23A0,"COMPUTER SYSTEM,DIGITAL",0,12,6,0,,,,EA,1827.15,0,JY,R,U,,2,9SHBWK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY23A0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9V1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY23A0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWHPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY23A0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWLPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY23A0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY1NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,WY23A0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,JV2JKK1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY23A0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,6,0,,,,EA,2000,0,JY,R,U,,2,91QJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY23A0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,9XF9RL1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY23A0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,B4CJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,WY23A0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,CRZ83L1|~|~|~|~
